HIT ID,HOTEL,ASSIGNMENT ID,TIME TAKEN,WORKER ANSWER
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),3UN61F00HWPWAMIS2PEWW7URI0X5RG,796.0,"Mercy Hospital St Louis{{NEWENTRY}}615 S New Ballas Rd, St. Louis, {{NEWENTRY}}{{NEWENTRY}}St Luke's Hospital Chesterfield{{NEWENTRY}}232 S Woods Mill Rd, Chesterfield, {{NEWENTRY}}{{NEWENTRY}}Barnes Jewish West County Hospital{{NEWENTRY}}4901 Forest Park Avenue{{NEWENTRY}}St. Louis, Missouri{{NEWENTRY}}{{NEWENTRY}}Barnes Jewish Hospital{{NEWENTRY}}1 Barnes Jewish Hospital Plaza, St. Louis,{{NEWENTRY}}{{NEWENTRY}} St. Louis Children's Hospital{{NEWENTRY}}660 S Euclid Ave, St. Louis,"
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),3S3AMIZX3U5N8X82ZY6K5OJXVGVDCT,112.0,None
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),3ITXP059PWJGI0XQ6GIVNRISM4VJSQ,291.0,SSM Health Cardinal Pediatrics Hospital; 10296 Big Bend Rd{{NEWENTRY}}Missouri Baptist Healthcare; 3844 Lindbergh Blvd
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),3L70J4KAZGMZFIB4FKATZTT9VEWDAF,171.0,"SSM Health Cardinal Glennon Pediatrics Specialty Services;10296 Big Bend Rd #110, St. Louis, MO 63122, USA{{NEWENTRY}}Missouri Baptist Healthcare;3844 Lindbergh Blvd # 130, St. Louis, MO 63127, USA"
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),3LO69W1SU3DJNLCZE10RESCH2IHLGL,76.0,Missouri Baptist Healthcare; 3844 Lindbergh Blvd {{NEWENTRY}}SSM Health Cardinal Glennon Pediatrics Specialty Services; 10296 Big Bend
3XAOZ9UYRZRVNJ4FYLIIZ7CKWJCQ1M,( Best Western Kirkwood Inn),340UGXU9DY15O8POCARE5GBA2O1VUH,36.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),37KGEN7NJ3QFRJKW9CJLPIZT8GTPP9,280.0,Marriott St Louis Airport
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3T3IWE1XG6NYJNEIQ67UUXQ02G3QTB,162.0,VA Medical Center; Lambert International Blvd{{NEWENTRY}}Chris And Bridgets land Of Athousand Childern; 9037 Bobb Ave
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),37TRT2X24QRH1EGOVUW0X28SIFEJBS,6.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3JNQLM5FT4MT8R4SFMF2COIGSYLL29,68.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3PS7W85Z8Z2SROXW94W8820BSHS9T3,144.0,"SSM Health St. Mary's Hospital - St. Louis{{NEWENTRY}}6420 Clayton Rd, Richmond Heights,{{NEWENTRY}}{{NEWENTRY}}{{NEWENTRY}}SSM Health DePaul Hospital - St. Louis{{NEWENTRY}}12303 De Paul Dr, Bridgeton"
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3GD6L00D3SX6PO4HWUG37IN00YOM1O,28.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3NOKK93PR187X16GRKNZ1U1LG53EEC,45.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3YGXWBAF70HA81P96N5R2KPRI4W4C3,104.0,None
36AZSFEYZ40O5PIOMH5HB6O1ZNIVB4,( Marriott St Louis Airport),3OUYGIZWR7YC32GCSR4VAHYL0BX0PZ,355.0,None
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3O7L7BFSHEPJD682N3DQM9ZD8VWIE5,96.0,None
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3A9AA95ATWMBY92DPXA7RCUCHHCP59,61.0,Clinical Research Center; 1040 N Mason Rd #112
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3C6FJU71TQTMS2KTHLEYCFF4K4RUYB,99.0,"Mercy Hospital St Louis{{NEWENTRY}}{{NEWENTRY}}615 S New Ballas Rd, St. Louis, MO 63141, USA"
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3V26SBZTBDE3JRO8JUFP7E3LSGEZZ0,82.0,Phoenix Home Care; 2088 Craigshire Rd
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3WR9XG3T63B4WKUDF6XGMYXDHSA47D,112.0,None
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3V5Q80FXIXRCSNE39GB2G2OZSCT23B,129.0,"Barnes-Jewish West County Hospital; 12634 Olive Blvd, St. Louis, MO 63141, USA"
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),37UQDCYH6XV3QXDSZ2Y3VOXQUCFV7O,177.0,None
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3MTMREQS4VIYOOBVWFFJRHIU2TOWAR,42.0,MyHospital; 1234 Street Ln{{NEWENTRY}}MyMedics; 2345 Lane St
3OPLMF3EU5NNATVRB38KFSQTPEUNL2,( Hawthorn Suites by Wyndham St Louis Westport Plaza),3KOPY89HM82CYJCBG1HUFJAGUNOJ3O,134.0,None
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),382M9COHEHFOMX32HK245CNO2R3UEB,85.0,Catholic Health Association; 4455 Woodson Rd
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3PZDLQMM0TL05NAM29M395STYP62C9,36.0,None
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3ON104KXQKWJMZVENE5SEEWUAJWW4K,63.0,"Christian Hospital{{NEWENTRY}}11133 Dunn Rd, St. Louis,"
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3XC1O3LBOSMNSQY5Y1ZYDBR6SCPTL2,30.0,None
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),39LNWE0K4UW0225OD3SVQRLGUM5UIJ,38.0,None
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3XM0HYN6NKZBUSV60Y3AV60PUC7EPZ,689.0,"DePaul Hospital; 12303 De Paul Dr, Bridgeton, MO 63044{{NEWENTRY}}BJC HealthCare; 6261 Ronald Reagan Dr B19, Lake St. Louis, MO 63367{{NEWENTRY}}SSM Health St. Joseph Hospital; 300 1st Capitol Dr, St. Charles, MO 63301{{NEWENTRY}}St. Alexius Hospital; 3933 S Broadway, St. Louis, MO 63118{{NEWENTRY}}Gateway Regional Medical Center; 2100 Madison Ave, Granite City, IL 62040"
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3OLF68YTN91WD2P06Q5JNTWU7RMFA2,27.0,None
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),3SITXWYCNV9IWYLDCYB1OBG7TEBXBE,129.0,"Chris And Bridgets land Of Athousand Childern; 9037 Bobb Ave, St. Louis, MO 63114"
39O6Z4JLX2XVISLPRDXZ03FTIQ6XVF,( Renaissance St Louis Airport),39OWYR0EPKRX9KN3MWJZQFE1AIXYF3,70.0,None
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),35GCEFQ6I5O2YYHFYNKG3DY6DKV3ZL,169.0,None
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3FDJT1UU748ANI5XC55ZVV8DN8SK5R,10.0,None
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3UOUJI6MTDEXSXUJCPSWT18VIYBXUM,271.0,"St. Anthony's Mercy Hospital{{NEWENTRY}}10010 Kennerly Rd, St. Louis{{NEWENTRY}}{{NEWENTRY}} SSM Health St. Mary's Hospital - St. Louis {{NEWENTRY}}6420 Clayton Rd, Richmond Heights,"
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3UN61F00HWPWAMIS2PEWW7URI025RL,33.0,None
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3RGU30DZTA8DK5KLMJM9BIJMUFHJMI,159.0,"Barnes Jewish South Campus;5201 Midamerica Pl, St. Louis, MO 63128, USA{{NEWENTRY}}Centerpointe Hospital Otptnt;5000 Cedar Plaza Pkwy, St. Louis, MO 63128, USA"
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3LOZAJ85YDDO8LLHT5IQNID3Z8P2X8,43.0,"6224 Heimos Industrial Park Dr, St. Louis, MO 63129{{NEWENTRY}}Phone: (314) 416-7639"
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),345LHZDEDXSLCZN5S0L8MLJRB48U3J,38.0,None
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),3BQU611VFPK979OIBYRRH2ZZYB999P,536.0,"Mercy Hospital; 10010 Kennerly Rd{{NEWENTRY}}SSM Health St. Clare Hospital; 1015 Bowles Ave, Fenton"
3NSCTNUR2ZN2OLYHACN8CXAW4HW5AD,( Best Western St Louis Inn),30LSNF239UVRIQWMUJIPK8QOBVMI2P,31.0,None
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3L70J4KAZGMZFIB4FKATZTT9VDXADB,9.0,None
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3L4D84MILZSRSRJAVM6WJDBQDSMHJ9,204.0,"St. Louis Childrens Specialty Care Center; 13001 N Outer 40 Rd{{NEWENTRY}}Barnes-Jewish West County Hospital Pediatrics; 13001 N Outer 40 Rd{{NEWENTRY}}St. Luke's Hospital; 232 S Woods Mill Rd{{NEWENTRY}}St. Luke's Hospital, North Medical Building; 222 S Woods Mill Rd"
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3VSOLARPKB9NS7Z2UPQHQPWDYI5396,64.0,None
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),337RC3OW05225I2U3WZDETFRPWKLVN,104.0,"St Luke's Hospital Chesterfield{{NEWENTRY}}232 S Woods Mill Rd, Chesterfield, {{NEWENTRY}}{{NEWENTRY}}St. Louis Children's Hospital{{NEWENTRY}}660 S Euclid Ave, St. Louis"
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3CPLWGV3MOZUWBSCC8AWZ3UJ30O9NM,360.0,"St Luke's Hospitall; 232 S Woods Mill Rd, Chesterfield, MO 63017{{NEWENTRY}}St. Louis Childrens Specialty Care Center; 13001 N Outer 40 Rd, Town and Country, MO 63017"
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3EJJQNKU9R58QF2N3RF5L4XHNAMRHJ,25.0,None
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),32SCWG5HIH47HD2RUGKCJI8CDEKP6Q,315.0,Drury plaza hotel; 355 Chesterfield center{{NEWENTRY}}VA medical center Spinal cord injury program;915 N grand Blvd{{NEWENTRY}}Slucare neurology and Psychiatry; 1438 S Grand Blvd
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3MYYFCXHJ37NPD5E891ASBA6GWZG40,113.0,"St. Louis Childrens Specialty Care Center; JGQ8+VP Town and Country, Missouri River Township, Misuri{{NEWENTRY}}St. Luke's Hospital; 232 S Woods Mill Rd, Chesterfield, MO 63017"
3I7SHAD35MWIDQLPV8SAJ8JSP4G7ME,( Marriott St. Louis West),3HMIGG0U4L6OU5DGEIDTGNXFNEN8YZ,155.0,"St Luke's Physician Referral ; 232 S Woods Mill Rd, Chesterfield, MO"
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3TY7ZAOG5FKBSBJWFZZNE0CM6ZF0KI,502.0,"St Anthony's Medical Center St Louis : Hampton Inn & Suites South I-55 St Louis 4200 Mid America Lane, St Louis, MO 63129{{NEWENTRY}}{{NEWENTRY}}St Anthony's Medical Center St Louis; Americas Best Value Inn {{NEWENTRY}}South St Louis 6602 South Lindbergh Blvd, St Louis, MO 63123{{NEWENTRY}}{{NEWENTRY}}St Anthony's Medical Center St Louis : Holiday Inn South County Center St Louis 6921 South Lindbergh Blvd, St Louis, MO 63125"
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3GGAI1SQEVYQCREFCR5NOE6R4TUMCP,44.0,None
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3K9FOBBF2HJPXDTL15DM4CLE3TXNLN,104.0,St. Alexis New Start; 3933 S. Broadway
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3X65QVEQI0N669WUCF48O1R24PYLCI,42.0,None
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),39PAAFCODM0QOVAZC5140KP8J9CTV4,192.0,"St Anthony's Medical Center{{NEWENTRY}}9701 Landmark Pkwy Dr #207, St. Louis,{{NEWENTRY}}{{NEWENTRY}}SSM Health Saint Louis University Hospital{{NEWENTRY}}3635 Vista Ave, St. Louis,"
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3ERET4BTVM9TO579FVIG7BDF95IK9R,42.0,None
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3SUWZRL0MYD3KMD1L241P698Z7H6EL,29.0,None
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),39OWYR0EPKRX9KN3MWJZQFE1AIRFYE,1161.0,slucare neurology And Psychiatry;1438 Grand Blvd{{NEWENTRY}}Barnes- Jewish Hospital; general hospital
3TUOHPJXYHX8XHLUHN2VM5Y7PZ8XWP,( River City),3COPXFW7XBCEGSNGWKEDT1DUE97KPT,55.0,St. Alexis New Start; 3933 Broadway
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3Z7ISHFUH0VOZVNLA4FCUU6HT6KZ86,191.0,SSM Health DePaul Hospital; 12303 De Paul Dr{{NEWENTRY}}Magellan Health; 14100 Magellan Plaza{{NEWENTRY}}P M Resources Inc; 13001 St Charles Rock Rd{{NEWENTRY}}SSM Rehabilitation Hospital; 300 1st Capitol Dr
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3KJYX6QCM9BWASEU0BN0YE2ZL7UJVY,6.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3HMIGG0U4L6OU5DGEIDTGNXFNDEY8E,210.0,"SSM Health St. Joseph Hospital{{NEWENTRY}}300 1st Capitol Dr, St Charles{{NEWENTRY}}{{NEWENTRY}}SSM Health DePaul Hospital - St. Louis{{NEWENTRY}}12303 De Paul Dr, Bridgeton"
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3WQQ9FUS6AUSHXK54QZ98CZE24Y8BB,91.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),31T4R4OBOSG7RO7S8L3Y5W9195TC70,89.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3ZPPDN2SLVWQ25FZJ97D9G0AP72E9F,30.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3U84XHCDICDNGU0JY1PZDIQCRM6Z4L,216.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),3QJOXOW4XJR59PYT8IBIE26UP7UEM1,53.0,None
33J5JKFMK6YRXMIULPW1N0RHU3QQ3E,( Holiday Inn Express St. Louis Airport - Riverport),37M28K1J0QDCI4BWPGW42ROM0Y1JA7,224.0,"ST. LOUIS HOSPITAL{{NEWENTRY}}{{NEWENTRY}}(314) 256-7777(866) 314-7700{{NEWENTRY}}4550 Forest Park Avenue, St. Louis, MO 63108"
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3DBQWDE4Y6YBVOQ09IXFNNPHH1RN5P,61.0,None
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3FE7TXL1LIN4ZOK57RNYTAHA23FQ28,18.0,None
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),340UGXU9DY15O8POCARE5GBA2NQVU4,38.0,"Barnes Jewish Hospital{{NEWENTRY}}1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110, USA"
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3UJ1CZ6IZHP8B1I5HEE1MHZN4265SU,6.0,None
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),39U1BHVTDLR6CM8GSVVYHPXPSP3T3R,682.0,"SSM Health Saint Louis University Hospital; 3635 Vista Ave, St. Louis, MO 63110, EUA{{NEWENTRY}}SSM Health Cardinal Glennon Children's Hospital; 1465 S Grand Blvd, St. Louis, MO 63104, EUA{{NEWENTRY}}Slucare Neurology And Psychiatry; 1438 S Grand Blvd, St. Louis, MO 63104, EUA"
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),31LVTDXBL7AACBLDUCU3DWQO4QZLRM,55.0,None
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3I3WADAZ9Q4TD9QCAXXS2CPM7E9O5O,151.0,St. Luke's Pediatric Care; Pear Tree Inn St. Louis Airport{{NEWENTRY}}VA Medical Center;  Lambert International Blvd{{NEWENTRY}}The Christ Hospital;  500 NW Plaza
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3IX2EGZR7BJ4HLXDRRIQXHDW02QRJO,31.0,None
32K26U12DNOHKMG80DWN6WC128UVDB,( Pear Tree Inn St. Louis Airport),3PXX5PX6LXY60LDK1OJN4359STUABF,219.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3Y5140Z9DXGNAXXSWHT1GLYHM2YPIX,267.0,Courtyard By Marriott St Louis Downtown Convention Center
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3LEIZ60CDJZOD06VFWLQUQ1SDC99ZC,232.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3NAPMVF0ZWFUT6FQBSESTJ0FXE2273,6.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3PMBY0YE273B57VLNI1IJS074V8C93,167.0,"Shriners Hospital St Louis{{NEWENTRY}}4400 Clayton Ave, St. Louis,{{NEWENTRY}}{{NEWENTRY}}St. Louis Children's Hospital{{NEWENTRY}}660 S Euclid Ave, St. Louis,{{NEWENTRY}}{{NEWENTRY}}St Louis University Hospital {{NEWENTRY}}3635 Vista Ave, St. Louis."
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3TDXMTX3CBUF0RFNHLUSAL70RZR6IV,38.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),30X31N5D63Q5H7UMCA5IUSF9WH4SAM,371.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),38F71OA9GTWXF3YP3TVOWKRU188MFQ,28.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3QFUFYSY9YFHBD9JXPVSAQAUFHOF4P,22.0,None
3H4IKZHALBIDYTYCNGOZSKUIU9UNN4,( Courtyard By Marriott St Louis Downtown Convention Center),3PJ71Z61R42RI4LN7LCY2WHG0ZK197,46.0,"823-827 Washington Ave, St. Louis, MO 63101{{NEWENTRY}}Phone: (314) 231-7560"
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),30JNVC0OR9K8EENNQCQ5GENCRNDQH8,605.0,"Clayton Medical Associates; 6400 Clayton Rd #110{{NEWENTRY}}SSM Health St. Mary's Hospital - St. Louis; 6420 Clayton Rd{{NEWENTRY}}SSM Health Rehabilitation Hospital - Richmond Heights; 1027 Bellevue Ave{{NEWENTRY}}SSM Health St. Mary's Hospital - St. Louis; 1031 Bellevue Ave #400{{NEWENTRY}}St. Mary's Hospital; 1127 Bellevue Ave{{NEWENTRY}}Saint Marys; 6420 Clayton Ave{{NEWENTRY}}Children's Miracle Network Hospitals of Greater St. Louis; 5700 Oakland Ave #220{{NEWENTRY}}Washington University Physicians; 1110 Highlands Plaza Dr #375{{NEWENTRY}}Children hospital, st. Louis; 5823 Wilson Ave"
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),39OWYR0EPKRX9KN3MWJZQFE1AHRFYC,15.0,None
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3VHHR074H3H0US1YLYWX8FZO3E77LB,249.0,"SSM Health St. Mary's Hospital; 6420 Clayton Rd, Richmond Heights, MO 63117, USA"
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3FQ5JJ512LOED7B3G51LPC8ZEUZKNQ,80.0,SSM Health St. Mary's Hospital; 6420 Clayton Rd
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3YHH42UU5BFMCH1E0ZBOT0P1V1UL0K,173.0,None
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3TMFV4NEP8EK50IGZHV5VQCZC6C8WP,26.0,None
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),37ZHEEHM6WMJEOB9FSSXCT573TB73U,485.0,SSM Health St. Mary's hospital; 6420 clayton rd{{NEWENTRY}}SSM Health St. Mary's Medics; 6420 clayton rd
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3TXWC2NHNZQRCOKHK4RIYX4PQZY9S0,647.0,None
3ZC62PVYDHANMHQKRSYHOOCEY1EXXI,( The Cheshire),3TXD01ZLD4H6UV69SEQRWQBXP454UF,30.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3WETL7AQWT84RKXQRZD0E9RBCMB536,43.0,"Barnes Jewish Hospital{{NEWENTRY}}1 Barnes Jewish Hospital Plaza, St. Louis"
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),33FOTY3KEMLTG2SQJ5MP4MIO6JN1CM,150.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3PJ71Z61R42RI4LN7LCY2WHG0YR91K,44.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),39JEC7537U192E8OQJ6EBAP4VOGCVA,128.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3ZQIG0FLQEGIGCET7A6FN4W7N4AWVF,85.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3YW4XOSQKQLP2W9Q5W7PYS4UDKUU1R,26.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),32SVAV9L3F91XQ97MV4HMK7X41IA3P,615.0,John cochran division-VA St.Louis health care system; 917 N Grand Blvd{{NEWENTRY}}St.Louis University hospital; 3635 Vista Ave
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3VJ40NV2QINVYB12BTFQ5SV0NH1TOQ,370.0,None
3SBX2M1TKDNCFI1YL31KX5JN83MQ4Z,( Days Inn Downtown St Louis),3TMFV4NEP8EK50IGZHV5VQCZC6L8WY,95.0,"Posiatrist; 63195, 1500 St Louis Ave, St. Louis, MO 63106{{NEWENTRY}}Va team 2 Clinic; 2727 Washington Ave, St. Louis, MO 63103"
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3Z2R0DQ0JHEF2LU0Y0SYZTSWJ01E2U,55.0,SSM Health DePaul Hospital - St. Louis; 12303 De Paul Dr
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3OUYGIZWR7YC32GCSR4VAHYL0ANP0C,7.0,None
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3S4AW7T80BI3B5JFJ0YQ53FECCFL43,26.0,None
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3JAOYWH7VI448BPR0VUHMBQUY45L9B,117.0,"St. Luke's Des Peres Hospital{{NEWENTRY}}2345 Dougherty Ferry Rd, St. Louis,"
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3300DTYQT2HWU4WL0BIZVBQZZ8QQEZ,383.0,"1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110, USA"
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3907X2AHF05JZCJQ7E89T5R0X9G2PK,38.0,"3101 Rider Trail S, Earth City, MO 63044{{NEWENTRY}}Phone: (314) 209-1000"
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),34FNN24DCM957NUEGK6Q43NOLOAY5B,24.0,None
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3JWH6J9I9SDDK479ASOSQ9P9R0TBN0,264.0,"Select Specialtty Hospial - St Louis;  300 South 1st Capitol Dr.{{NEWENTRY}}SSM Health Depaul Hospital; 12303 De Paul Dr.{{NEWENTRY}}S,,"
3MWOYZD5WVOVGEYOOVOC79UNKJZNOJ,( Courtyard St Louis Airport - Earth City),3R5F3LQFV2KRKNA1HL48RGWH8DJZO8,32.0,SSM DePaul Health Center; 12303 Depaul Dr
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),3BXQMRHWKZYMYLVFYIQNIKSXBUGUMO,15.0,None
3HUR21WDDUPCMMGUWOKJ72JN078XYO,( Days Inn St Louis Westport MO),37WLF8U1WPQ66M5BHOF4N1MDJ346KU,79.0,Phoenix Home Care; 2088 Craigshire Rd
