WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
16,Urbann Turbann,Does this restaurant serve Chinese food?,-80
22,Urbann Turbann,Does this restaurant serve Chinese food?,-100
43,Urbann Turbann,Does this restaurant serve Chinese food?,-100
97,Urbann Turbann,Does this restaurant serve Chinese food?,-100
38,Urbann Turbann,Does this restaurant serve Chinese food?,-100
25,Urbann Turbann,Does this restaurant serve Chinese food?,-80
22,Urbann Turbann,Does this restaurant serve Chinese food?,-80
20,Comal,Does this restaurant have its own website?,100
20,Comal,Does this restaurant have its own website?,100
51,Comal,Does this restaurant have its own website?,100
39,Comal,Does this restaurant have its own website?,100
43,Comal,Does this restaurant have its own website?,100
26,Comal,Does this restaurant have its own website?,100
78,Comal,Does this restaurant have its own website?,100
15,Comal,Does this restaurant have its own website?,100
53,Comal,Does this restaurant have its own website?,100
27,Comal,Does this restaurant have its own website?,100
15,Comal,Does this restaurant have its own website?,100
26,Comal,Does this restaurant have its own website?,100
161,Comal,Does this restaurant have its own website?,100
48,Comal,Does this restaurant have its own website?,100
46,Comal,Does this restaurant have its own website?,100
6,Comal,Does this restaurant have its own website?,100
449,Comal,Does this restaurant have its own website?,100
11,Comal,Does this restaurant have its own website?,100
22,Comal,Does this restaurant have its own website?,100
8,Comal,Does this restaurant have its own website?,100
18,Comal,Does this restaurant have its own website?,100
106,Comal,Does this restaurant have its own website?,100
13,Comal,Does this restaurant have its own website?,100
15,Comal,Does this restaurant have its own website?,100
45,Comal,Does this restaurant have its own website?,100
11,Comal,Does this restaurant have its own website?,100
56,Comal,Does this restaurant have its own website?,100
35,Comal,Does this restaurant have its own website?,100
26,Comal,Does this restaurant have its own website?,100
19,Comal,Does this restaurant have its own website?,100
28,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
43,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
38,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
50,Vik's Chaat and Market,Does this restaurant have a parking lot?,60
48,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
84,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
32,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
8,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
13,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
44,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
39,Vik's Chaat and Market,Does this restaurant have a parking lot?,-60
395,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
100,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
25,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
79,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
27,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
23,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
19,Vik's Chaat and Market,Does this restaurant have a parking lot?,60
100,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
93,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
43,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
190,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
64,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
11,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
29,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
69,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
53,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
76,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
20,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
66,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
9,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
35,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
25,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
34,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
55,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
15,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
34,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
114,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
27,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
75,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,0
48,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
32,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
20,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
94,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
32,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
26,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
55,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
20,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-60
57,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
16,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
8,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
18,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
42,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
14,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
16,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
40,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
56,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
15,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
53,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
19,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
10,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
46,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
100,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
109,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
86,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
64,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
60,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
74,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
8,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
68,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
69,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
60,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
17,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,60
18,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
15,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,-60
578,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
47,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
97,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
77,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
7,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
12,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
26,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,60
56,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
76,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
101,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
29,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
32,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
45,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
326,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
66,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
33,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
24,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
10,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
52,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
186,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
89,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
61,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
57,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
56,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
40,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
24,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
44,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
34,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
22,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
59,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
72,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
152,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-60
9,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
19,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
14,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
23,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,60
38,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,60
25,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
54,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-60
19,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
179,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
130,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
39,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
438,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
11,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
40,Gregoire,Does this restaurant have more than 20 items on its menu?,100
32,Gregoire,Does this restaurant have more than 20 items on its menu?,-80
17,Gregoire,Does this restaurant have more than 20 items on its menu?,100
48,Gregoire,Does this restaurant have more than 20 items on its menu?,100
131,Gregoire,Does this restaurant have more than 20 items on its menu?,-60
38,Gregoire,Does this restaurant have more than 20 items on its menu?,100
76,Gregoire,Does this restaurant have more than 20 items on its menu?,100
84,Gregoire,Does this restaurant have more than 20 items on its menu?,100
69,Gregoire,Does this restaurant have more than 20 items on its menu?,100
53,Gregoire,Does this restaurant have more than 20 items on its menu?,100
90,Gregoire,Does this restaurant have more than 20 items on its menu?,100
87,Gregoire,Does this restaurant have more than 20 items on its menu?,100
70,Gregoire,Does this restaurant have more than 20 items on its menu?,100
131,Gregoire,Does this restaurant have more than 20 items on its menu?,100
8,Gregoire,Does this restaurant have more than 20 items on its menu?,100
113,Gregoire,Does this restaurant have more than 20 items on its menu?,80
48,Gregoire,Does this restaurant have more than 20 items on its menu?,100
16,Gregoire,Does this restaurant have more than 20 items on its menu?,0
51,Gregoire,Does this restaurant have more than 20 items on its menu?,100
48,Gregoire,Does this restaurant have more than 20 items on its menu?,-80
33,Gregoire,Does this restaurant have more than 20 items on its menu?,-100
578,Gregoire,Does this restaurant have more than 20 items on its menu?,-60
35,Gregoire,Does this restaurant have more than 20 items on its menu?,100
22,Gregoire,Does this restaurant have more than 20 items on its menu?,100
7,Gregoire,Does this restaurant have more than 20 items on its menu?,100
60,Gregoire,Does this restaurant have more than 20 items on its menu?,80
76,Gregoire,Does this restaurant have more than 20 items on its menu?,-100
54,Gregoire,Does this restaurant have more than 20 items on its menu?,-100
93,Gregoire,Does this restaurant have more than 20 items on its menu?,-100
36,Gregoire,Does this restaurant have more than 20 items on its menu?,100
35,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
6,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
27,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
202,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
58,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,60
163,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
36,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
19,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
74,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,-60
27,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
161,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
33,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
143,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
6,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
19,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
57,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,-60
27,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
70,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
304,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
41,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,80
51,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
22,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,-60
37,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
46,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
25,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
22,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
225,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,100
60,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,-80
180,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,0
62,Toss Noodle Bar,Does this restaurant have more than 20 items on its menu?,60
21,Bette's Oceanview Diner,Is this restaurant open until midnight?,-80
15,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
20,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
219,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
34,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
248,Bette's Oceanview Diner,Is this restaurant open until midnight?,80
23,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
23,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
39,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
21,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
47,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
58,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
55,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
23,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
26,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
34,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
19,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
21,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
17,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
51,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
21,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
23,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
7,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
24,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
46,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
44,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
20,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
168,Bette's Oceanview Diner,Is this restaurant open until midnight?,100
17,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
23,Bette's Oceanview Diner,Is this restaurant open until midnight?,-100
34,Gather,Would a typical meal at this restaurant cost more than $30?,-100
42,Gather,Would a typical meal at this restaurant cost more than $30?,-80
22,Gather,Would a typical meal at this restaurant cost more than $30?,-60
45,Gather,Would a typical meal at this restaurant cost more than $30?,-100
98,Gather,Would a typical meal at this restaurant cost more than $30?,-60
49,Gather,Would a typical meal at this restaurant cost more than $30?,60
26,Gather,Would a typical meal at this restaurant cost more than $30?,-100
109,Gather,Would a typical meal at this restaurant cost more than $30?,60
28,Gather,Would a typical meal at this restaurant cost more than $30?,-100
32,Gather,Would a typical meal at this restaurant cost more than $30?,80
16,Gather,Would a typical meal at this restaurant cost more than $30?,-80
30,Gather,Would a typical meal at this restaurant cost more than $30?,100
134,Gather,Would a typical meal at this restaurant cost more than $30?,-60
42,Gather,Would a typical meal at this restaurant cost more than $30?,-100
198,Gather,Would a typical meal at this restaurant cost more than $30?,100
20,Gather,Would a typical meal at this restaurant cost more than $30?,-80
64,Gather,Would a typical meal at this restaurant cost more than $30?,-80
8,Gather,Would a typical meal at this restaurant cost more than $30?,-80
5,Gather,Would a typical meal at this restaurant cost more than $30?,-80
72,Gather,Would a typical meal at this restaurant cost more than $30?,80
56,Gather,Would a typical meal at this restaurant cost more than $30?,100
261,Gather,Would a typical meal at this restaurant cost more than $30?,-100
30,Gather,Would a typical meal at this restaurant cost more than $30?,-100
45,Gather,Would a typical meal at this restaurant cost more than $30?,0
31,Gather,Would a typical meal at this restaurant cost more than $30?,-60
47,Gather,Would a typical meal at this restaurant cost more than $30?,80
7,Gather,Would a typical meal at this restaurant cost more than $30?,0
62,Gather,Would a typical meal at this restaurant cost more than $30?,80
36,Gather,Would a typical meal at this restaurant cost more than $30?,-100
101,Gather,Would a typical meal at this restaurant cost more than $30?,-80
22,Toss Noodle Bar,Is this restaurant open until midnight?,-100
38,Toss Noodle Bar,Is this restaurant open until midnight?,-100
52,Toss Noodle Bar,Is this restaurant open until midnight?,-100
38,Toss Noodle Bar,Is this restaurant open until midnight?,-80
56,Toss Noodle Bar,Is this restaurant open until midnight?,-100
18,Toss Noodle Bar,Is this restaurant open until midnight?,-100
10,Toss Noodle Bar,Is this restaurant open until midnight?,-100
10,Toss Noodle Bar,Is this restaurant open until midnight?,-100
45,Toss Noodle Bar,Is this restaurant open until midnight?,-100
18,Toss Noodle Bar,Is this restaurant open until midnight?,-100
23,Toss Noodle Bar,Is this restaurant open until midnight?,-80
33,Toss Noodle Bar,Is this restaurant open until midnight?,-100
29,Toss Noodle Bar,Is this restaurant open until midnight?,-100
13,Toss Noodle Bar,Is this restaurant open until midnight?,-100
60,Toss Noodle Bar,Is this restaurant open until midnight?,-100
84,Toss Noodle Bar,Is this restaurant open until midnight?,-100
44,Toss Noodle Bar,Is this restaurant open until midnight?,-100
23,Toss Noodle Bar,Is this restaurant open until midnight?,-100
18,Toss Noodle Bar,Is this restaurant open until midnight?,-100
26,Toss Noodle Bar,Is this restaurant open until midnight?,-100
13,Toss Noodle Bar,Is this restaurant open until midnight?,-100
6,Toss Noodle Bar,Is this restaurant open until midnight?,-100
36,Toss Noodle Bar,Is this restaurant open until midnight?,-80
23,Toss Noodle Bar,Is this restaurant open until midnight?,-100
41,Toss Noodle Bar,Is this restaurant open until midnight?,-80
25,Toss Noodle Bar,Is this restaurant open until midnight?,-80
20,Toss Noodle Bar,Is this restaurant open until midnight?,-100
42,Toss Noodle Bar,Is this restaurant open until midnight?,-100
45,Toss Noodle Bar,Is this restaurant open until midnight?,-100
11,Toss Noodle Bar,Is this restaurant open until midnight?,-100
51,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
26,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
80,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
246,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
38,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
61,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
15,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,60
7,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
155,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
50,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
19,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
41,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
37,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
21,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,-100
16,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,80
50,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
7,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,80
26,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
53,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,80
48,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
195,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
72,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
143,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
7,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,-80
32,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
53,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
36,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
47,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
178,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,80
88,Brazil Cafe,Does this restaurant have more than 20 items on its menu?,100
6,Eureka!,Does this restaurant have a drive-through?,-80
38,Eureka!,Does this restaurant have a drive-through?,-100
55,Eureka!,Does this restaurant have a drive-through?,-100
8,Eureka!,Does this restaurant have a drive-through?,100
8,Eureka!,Does this restaurant have a drive-through?,-100
10,Eureka!,Does this restaurant have a drive-through?,-100
32,Eureka!,Does this restaurant have a drive-through?,-100
34,Eureka!,Does this restaurant have a drive-through?,-80
23,Eureka!,Does this restaurant have a drive-through?,-100
15,Eureka!,Does this restaurant have a drive-through?,-100
38,Eureka!,Does this restaurant have a drive-through?,-100
215,Eureka!,Does this restaurant have a drive-through?,100
12,Eureka!,Does this restaurant have a drive-through?,-100
32,Eureka!,Does this restaurant have a drive-through?,-100
268,Eureka!,Does this restaurant have a drive-through?,-80
24,Eureka!,Does this restaurant have a drive-through?,-80
19,Eureka!,Does this restaurant have a drive-through?,-80
5,Eureka!,Does this restaurant have a drive-through?,-80
65,Eureka!,Does this restaurant have a drive-through?,-100
54,Eureka!,Does this restaurant have a drive-through?,-100
40,Eureka!,Does this restaurant have a drive-through?,-80
26,Eureka!,Does this restaurant have a drive-through?,-100
46,Eureka!,Does this restaurant have a drive-through?,-100
5,Eureka!,Does this restaurant have a drive-through?,-100
73,Eureka!,Does this restaurant have a drive-through?,-80
16,Eureka!,Does this restaurant have a drive-through?,-100
51,Eureka!,Does this restaurant have a drive-through?,-100
46,Eureka!,Does this restaurant have a drive-through?,-80
37,Eureka!,Does this restaurant have a drive-through?,-60
28,Eureka!,Does this restaurant have a drive-through?,-100
16,La Note Restaurant Provencal,Does this restaurant have its own website?,100
22,La Note Restaurant Provencal,Does this restaurant have its own website?,100
20,La Note Restaurant Provencal,Does this restaurant have its own website?,100
18,La Note Restaurant Provencal,Does this restaurant have its own website?,100
214,La Note Restaurant Provencal,Does this restaurant have its own website?,100
21,La Note Restaurant Provencal,Does this restaurant have its own website?,100
14,La Note Restaurant Provencal,Does this restaurant have its own website?,100
10,La Note Restaurant Provencal,Does this restaurant have its own website?,80
37,La Note Restaurant Provencal,Does this restaurant have its own website?,100
35,La Note Restaurant Provencal,Does this restaurant have its own website?,100
52,La Note Restaurant Provencal,Does this restaurant have its own website?,100
18,La Note Restaurant Provencal,Does this restaurant have its own website?,100
87,La Note Restaurant Provencal,Does this restaurant have its own website?,100
59,La Note Restaurant Provencal,Does this restaurant have its own website?,100
11,La Note Restaurant Provencal,Does this restaurant have its own website?,100
29,La Note Restaurant Provencal,Does this restaurant have its own website?,100
30,La Note Restaurant Provencal,Does this restaurant have its own website?,100
14,La Note Restaurant Provencal,Does this restaurant have its own website?,100
23,La Note Restaurant Provencal,Does this restaurant have its own website?,100
43,La Note Restaurant Provencal,Does this restaurant have its own website?,100
15,La Note Restaurant Provencal,Does this restaurant have its own website?,100
15,La Note Restaurant Provencal,Does this restaurant have its own website?,100
20,La Note Restaurant Provencal,Does this restaurant have its own website?,100
14,La Note Restaurant Provencal,Does this restaurant have its own website?,100
11,La Note Restaurant Provencal,Does this restaurant have its own website?,100
15,La Note Restaurant Provencal,Does this restaurant have its own website?,100
9,La Note Restaurant Provencal,Does this restaurant have its own website?,100
52,La Note Restaurant Provencal,Does this restaurant have its own website?,100
9,La Note Restaurant Provencal,Does this restaurant have its own website?,100
220,La Note Restaurant Provencal,Does this restaurant have its own website?,100
40,Gather,Does this restaurant have drinks for those under 21?,80
6,Gather,Does this restaurant have drinks for those under 21?,100
164,Gather,Does this restaurant have drinks for those under 21?,100
71,Gather,Does this restaurant have drinks for those under 21?,0
67,Gather,Does this restaurant have drinks for those under 21?,-100
35,Gather,Does this restaurant have drinks for those under 21?,-80
20,Gather,Does this restaurant have drinks for those under 21?,60
11,Gather,Does this restaurant have drinks for those under 21?,60
6,Gather,Does this restaurant have drinks for those under 21?,100
9,Gather,Does this restaurant have drinks for those under 21?,100
24,Gather,Does this restaurant have drinks for those under 21?,100
77,Gather,Does this restaurant have drinks for those under 21?,-100
67,Gather,Does this restaurant have drinks for those under 21?,80
46,Gather,Does this restaurant have drinks for those under 21?,100
23,Gather,Does this restaurant have drinks for those under 21?,100
14,Gather,Does this restaurant have drinks for those under 21?,100
84,Gather,Does this restaurant have drinks for those under 21?,80
41,Gather,Does this restaurant have drinks for those under 21?,-80
35,Gather,Does this restaurant have drinks for those under 21?,100
151,Gather,Does this restaurant have drinks for those under 21?,100
9,Gather,Does this restaurant have drinks for those under 21?,60
42,Gather,Does this restaurant have drinks for those under 21?,-100
41,Gather,Does this restaurant have drinks for those under 21?,100
12,Gather,Does this restaurant have drinks for those under 21?,100
37,Gather,Does this restaurant have drinks for those under 21?,-60
6,Gather,Does this restaurant have drinks for those under 21?,-60
40,Gather,Does this restaurant have drinks for those under 21?,100
17,Gather,Does this restaurant have drinks for those under 21?,80
59,Gather,Does this restaurant have drinks for those under 21?,100
443,Gather,Does this restaurant have drinks for those under 21?,0
73,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
224,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
37,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
10,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
26,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,-60
45,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,0
44,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
8,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
9,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
83,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
21,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
20,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
140,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
79,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,60
18,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
3,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
13,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
5,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
18,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
10,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
28,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,100
15,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,80
48,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,0
100,Zachary's Chicago Pizza,Does this restaurant have drinks for those under 21?,-100
