ip_pair, numTrue, numFalse, overallVote
Sheraton Westport Plaza/Are there great views from the rooms of this hotel?, 10, 15, False
Clayton Plaza/Are there great views from the rooms of this hotel?, 14, 11, True
Comfort Inn Central West End/Are there great views from the rooms of this hotel?, 9, 16, False
Hilton Garden Inn Saint Louis Airport/Are there great views from the rooms of this hotel?, 9, 16, False
Sheraton Clayton Plaza Saint Louis/Are there great views from the rooms of this hotel?, 23, 2, True
Doubletree St Louis at Westport/Are there great views from the rooms of this hotel?, 11, 14, False
Lehmann House/Are there great views from the rooms of this hotel?, 11, 14, False
Quality Inn Airport/Are there great views from the rooms of this hotel?, 6, 19, False
Extended Stay America - St. Louis - Westport - Central/Are there great views from the rooms of this hotel?, 6, 19, False
Home2 Suites By Hilton St. Louis/Forest Park/Are there great views from the rooms of this hotel?, 11, 14, False
Napoleon's Retreat/Are there great views from the rooms of this hotel?, 12, 13, False
Motel 6 St Louis - Airport/Are there great views from the rooms of this hotel?, 3, 22, False
Lodge At Grants Trail/Are there great views from the rooms of this hotel?, 19, 6, True
Extended Stay America - St. Louis - Westport - Craig Road/Are there great views from the rooms of this hotel?, 8, 17, False
Grand Center Inn/Are there great views from the rooms of this hotel?, 9, 16, False
Americas Best Value Inn St. Louis/Are there great views from the rooms of this hotel?, 5, 20, False
Candlewood Suites Saint Louis/Are there great views from the rooms of this hotel?, 10, 15, False
Lumiere Place Casino and Hotel/Are there great views from the rooms of this hotel?, 24, 1, True
Super 8 St Louis Airport/Are there great views from the rooms of this hotel?, 4, 21, False
Homewood Suites By Hilton St Louis Galleria/Are there great views from the rooms of this hotel?, 13, 12, True
Avyan/Are there great views from the rooms of this hotel?, 10, 15, False
Econo Lodge Southwest/Are there great views from the rooms of this hotel?, 6, 19, False
Holiday Inn Airport West Earth City/Are there great views from the rooms of this hotel?, 10, 15, False
Red Roof Inn St Louis Westport/Are there great views from the rooms of this hotel?, 7, 18, False
Americas Best Value Inn Saint Louis South/Are there great views from the rooms of this hotel?, 7, 18, False
Americas Best Value Inn St Louis Airport/Are there great views from the rooms of this hotel?, 5, 20, False
Homewood Suites by Hilton St. Louis Riverport/Are there great views from the rooms of this hotel?, 12, 13, False
Forget-Me-Not Bed And Breakfast/Are there great views from the rooms of this hotel?, 12, 13, False
The Ritz-Carlton - St. Louis/Are there great views from the rooms of this hotel?, 18, 7, True
Hyatt Regency St. Louis at The Arch/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Residence Inn St Louis/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Parkway/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Marriott St. Louis Grand/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Drury Plaza at the Arch/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Hampton Inn St Louis Downtown/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Four Seasons Saint Louis/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Hilton St. Louis at the Ballpark/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
St. Louis City Center Hotel/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
The Chase Park Plaza/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
DoubleTree by Hilton St Louis Union Station/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Crowne Plaza St. Louis - Downtown/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Hilton Saint Louis Airport/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
The Westin St Louis/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Hilton St. Louis Downtown at the Arch/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Holiday Inn St. Louis - Downtown Conv Ctr/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Comfort Inn St Louis - Westport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Drury Inn & Suites St. Louis Convention Center/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Embassy Suites St. Louis - Downtown/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Pear Tree Inn St. Louis Near Union Station/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Hampton Inn & Suites Saint Louis at Forest Park/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Red Roof Inn St Louis - Forest Park Hampton Avenue/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Courtyard St Louis Downtown/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Drury Inn Saint Louis Union Station/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Hampton Inn & Suites St Louis - South I-55/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Magnolia St. Louis/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Moonrise/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Holiday Inn Express St Louis/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Courtyard Saint Louis Westport Plaza/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Missouri Athletic Club/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Best Western Kirkwood Inn/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Marriott St Louis Airport/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Hawthorn Suites by Wyndham St Louis Westport Plaza/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Renaissance St Louis Airport/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Best Western St Louis Inn/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Marriott St. Louis West/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
River City/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Holiday Inn Express St. Louis Airport - Riverport/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Pear Tree Inn St. Louis Airport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Courtyard By Marriott St Louis Downtown Convention Center/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
The Cheshire/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Days Inn Downtown St Louis/Are the rooms of this hotel reasonably comfortable?, 15, 10, True
Courtyard St Louis Airport - Earth City/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Days Inn St Louis Westport MO/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Fleur-De-Lys Mansion/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Americas Best Value Inn-St. Louis Downtown/Are the rooms of this hotel reasonably comfortable?, 18, 7, True
Holiday Inn St. Louis - Forest Park/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Ignacio/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Hampton Inn St Louis-Airport/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Sonesta ES Suites St. Louis/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Residence Inn St Louis Galleria/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Sheraton Westport Chalet Saint Louis/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Holiday Inn St Louis-South County Center/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Holiday Inn St Louis SW - Route66/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Hampton Inn Saint Louis - Sunset Hills/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Drury Inn Saint Louis Airport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Drury Inn & Suites Near Forest Park/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Days Inn Saint Louis - Lindbergh Boulevard/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
SpringHill Suites St Louis Airport-Earth City/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Holiday Inn Saint Louis-Airport - Oakland PK/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Hilton St Louis Frontenac/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Sheraton Westport Plaza/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Clayton Plaza/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Comfort Inn Central West End/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Hilton Garden Inn Saint Louis Airport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Sheraton Clayton Plaza Saint Louis/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Doubletree St Louis at Westport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Lehmann House/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Quality Inn Airport/Are the rooms of this hotel reasonably comfortable?, 20, 5, True
Extended Stay America - St. Louis - Westport - Central/Are the rooms of this hotel reasonably comfortable?, 22, 3, True
Home2 Suites By Hilton St. Louis/Forest Park/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Napoleon's Retreat/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Motel 6 St Louis - Airport/Are the rooms of this hotel reasonably comfortable?, 7, 18, False
Lodge At Grants Trail/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Extended Stay America - St. Louis - Westport - Craig Road/Are the rooms of this hotel reasonably comfortable?, 19, 6, True
Grand Center Inn/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Americas Best Value Inn St. Louis/Are the rooms of this hotel reasonably comfortable?, 17, 8, True
Candlewood Suites Saint Louis/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Lumiere Place Casino and Hotel/Are the rooms of this hotel reasonably comfortable?, 21, 4, True
Super 8 St Louis Airport/Are the rooms of this hotel reasonably comfortable?, 16, 9, True
Homewood Suites By Hilton St Louis Galleria/Are the rooms of this hotel reasonably comfortable?, 24, 1, True
Avyan/Are the rooms of this hotel reasonably comfortable?, 23, 2, True
Econo Lodge Southwest/Are the rooms of this hotel reasonably comfortable?, 16, 9, True
Holiday Inn Airport West Earth City/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Red Roof Inn St Louis Westport/Are the rooms of this hotel reasonably comfortable?, 18, 7, True
Americas Best Value Inn Saint Louis South/Are the rooms of this hotel reasonably comfortable?, 19, 6, True
Americas Best Value Inn St Louis Airport/Are the rooms of this hotel reasonably comfortable?, 19, 6, True
Homewood Suites by Hilton St. Louis Riverport/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
Forget-Me-Not Bed And Breakfast/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
The Ritz-Carlton - St. Louis/Are the rooms of this hotel reasonably comfortable?, 25, 0, True
