AssignmentId,WorkerId,WorkTimeInSeconds,Input.Restaurant,Input.Question,Answer.Q1AnswerPart1
36W0OB37HWEHS6OED89I77ZE8H3ZH6,A1A68JLEYPWMUY,18,Urbann Turbann,Does this restaurant serve Chinese food?,-100
37U1UTWH9VMFX41U0NLZ8R4GWHW8R9,AW7RJ863Q6RTT,23,Urbann Turbann,Does this restaurant serve Chinese food?,-100
37W3JXSD668ZK69YCLTZU30ZHBHWYH,A3F82HVRIPI02N,25,Urbann Turbann,Does this restaurant serve Chinese food?,-100
38SKSKU7R1XXJCIU4P0UZ4PVTLCLI4,A1AIHLAEJ8FU4J,197,Urbann Turbann,Does this restaurant serve Chinese food?,-60
3BXQMRHWKZYMYLVFYIQNIKSVNLJUMH,A2UDSTAFD1DW3I,198,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3COPXFW7XBCEGSNGWKEDT1DSQZ3KPD,A3Q3B9T8H3I3AD,8,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3E1QT0TDFP9245YBA0RQUZ3P9LDI8F,A30G5L7YI0SQTW,34,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3E47SOBEYQW4G8OORC7VWLZ8ZCSCI9,A3DA88CF3S68OM,31,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3GGAI1SQEVYQCREFCR5NOE6PGLICMV,A38XFEVWJDEUTN,18,Urbann Turbann,Does this restaurant serve Chinese food?,-80
3IUZPWIU1O7401KH86S8LVLOJW8KWA,A1ELBAVMWP8JSO,9,Urbann Turbann,Does this restaurant serve Chinese food?,-80
3JNQLM5FT4MT8R4SFMF2COIE4PFL2T,A1F2YZD2VD1CTM,58,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3K772S5NP8BJHBXIHLV5MXYWKBUHEI,A3AE627X3R2JQI,61,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3LKC68YZ3A3NQS5W6YK1SC2X31COWS,A2T6FBH8WR2KYH,17,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3MD9PLUKKIE922APG64VCRWAUT6ZN9,AIQ7OT7IH2VUR,23,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3N4BPTXIO8SR8XVCD6D7370RYGYKUC,AHAS7F2WYBLSI,22,Urbann Turbann,Does this restaurant serve Chinese food?,100
3OB0CAO74HPHNGE9HM7ZT0QC2N2YHH,AJQY1COCX4SZQ,77,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3QEMNNSB2XZHWGD68HY9P2RH6WX7DD,A3F7TD3W9043EO,9,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3QL2OFSM96IWU9ZFOSKN1TVPLBQNC4,A2LKB11B1PALLY,220,Urbann Turbann,Does this restaurant serve Chinese food?,-80
3S06PH7KSR43LUY4J1H0OS043AV1D8,A2Q0G312LESWK7,95,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3SPJ0334213DEM9Z5MAK5D6RFF5YJL,AEWGY34WUIA32,16,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3TMFV4NEP8EK50IGZHV5VQCXOWC8WD,AJMKH3WN5HAN7,16,Urbann Turbann,Does this restaurant serve Chinese food?,-80
3TMSXRD2X602U0YV0WMQGGPPAQ71WN,A1T6KGWNEUR9XD,22,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3U84XHCDICDNGU0JY1PZDIQA3CM4ZU,A11EA6M31BRK78,43,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3VNXK88KKCI74G1LEZWN9KOU1TKV97,A38DC3BG1ZCVZ2,97,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3W2LOLRXLBFZS53V9CI2YWD7RHRRKC,A20V4D90X56RQ3,38,Urbann Turbann,Does this restaurant serve Chinese food?,-100
3WI0P0II61SREZXLHVWFUJIH78TDRK,A3F2GS1KMWW6CP,25,Urbann Turbann,Does this restaurant serve Chinese food?,-80
3X1FV8S5JXRMJQOTS52X11AH56OVG7,A28QM3564PH50Z,22,Urbann Turbann,Does this restaurant serve Chinese food?,-80
30X31N5D63Q5H7UMCA5IUSF787AASY,A1A68JLEYPWMUY,20,Comal,Does this restaurant have its own website?,100
3137ONMDKG55HF27XFDN1XMV5BEGEF,AM305FJ5GW6SG,20,Comal,Does this restaurant have its own website?,100
317HQ483I7SN7CLFG2G9CWTKYGENIA,A3LI0O659I8GFX,51,Comal,Does this restaurant have its own website?,100
32Z9ZLUT1LK5T2A7BZY1R9SAOD5HOR,A1NZ2JBACGMTMK,39,Comal,Does this restaurant have its own website?,100
33F859I566DLA8LY7UTFLPSBHEGBHB,A34JILAPTYRH81,43,Comal,Does this restaurant have its own website?,100
33FOTY3KEMLTG2SQJ5MP4MIMIAO1CD,A3AE627X3R2JQI,26,Comal,Does this restaurant have its own website?,100
34Q075JO1XD9MAXA7PT59LGL9LU01M,ADVX8TFPFCW30,78,Comal,Does this restaurant have its own website?,100
36U2A8VAG1Z8P6FHN7AW6S64U44KY5,A3F2GS1KMWW6CP,15,Comal,Does this restaurant have its own website?,100
36W0OB37HWEHS6OED89I77ZE8HXZH0,A2TP6GDF71HM4M,53,Comal,Does this restaurant have its own website?,100
39OWYR0EPKRX9KN3MWJZQFEZM8SFY3,AAH8NE0TYF7J6,27,Comal,Does this restaurant have its own website?,100
3BEFOD78W6TNHN10JCZ55GU1O80M4R,AEWGY34WUIA32,15,Comal,Does this restaurant have its own website?,100
3C5W7UE9CFQEFPPA3N1A2RRZH39MXA,AKA8DP72VWZKR,26,Comal,Does this restaurant have its own website?,100
3FIJLY1B6U4306V2V9NGDOLNI3KPFE,A1AIHLAEJ8FU4J,161,Comal,Does this restaurant have its own website?,100
3HOSI13XHZOXDPEGZU1VPU1DS76DDI,A25GWTC059MIL4,48,Comal,Does this restaurant have its own website?,100
3I3WADAZ9Q4TD9QCAXXS2CPKJ4AO5D,AQXSUU4I4DAH8,46,Comal,Does this restaurant have its own website?,100
3KRVW3HTZNL6J83B9DVN3JA72O2MSX,A88LHLWDGRJV5,6,Comal,Does this restaurant have its own website?,100
3LJ7UR74RHDTZ5M0VDE5IVJ1TY4N4M,A276JM9Q4946HH,449,Comal,Does this restaurant have its own website?,100
3M0NZ3JDP1Y5CD4JC689IAWO38H5Z0,A3RO90I4O8I0O2,11,Comal,Does this restaurant have its own website?,100
3NJM2BJS4W6WXUBS47XF5I0KLQNPCY,A3F7TD3W9043EO,22,Comal,Does this restaurant have its own website?,100
3PXX5PX6LXY60LDK1OJN43574JVAB4,A3Q3B9T8H3I3AD,8,Comal,Does this restaurant have its own website?,100
3R3YRB5GRF3LWKMQ1F0I9TXVT42UA5,A1VGAI457NLHWV,18,Comal,Does this restaurant have its own website?,100
3SITXWYCNV9IWYLDCYB1OBG554UXBL,A3N21HBZFYFEXJ,106,Comal,Does this restaurant have its own website?,100
3SPJ0334213DEM9Z5MAK5D6RFF4YJK,A8SP23ECDU4F0,13,Comal,Does this restaurant have its own website?,100
3U5JL4WY5K9YBZ04XJ1EGXAZVCF4XO,A12MSYRHI3XWDT,15,Comal,Does this restaurant have its own website?,100
3WETL7AQWT84RKXQRZD0E9R9OD953U,AAAG7IZP1V712,45,Comal,Does this restaurant have its own website?,100
3WQQ9FUS6AUSHXK54QZ98CZCEVVB81,A3M6098H4L6HQG,11,Comal,Does this restaurant have its own website?,100
3WRFBPLXRAO8H93WVZ9M8QRVFYG3NP,A3TG5YNIWW3WGP,56,Comal,Does this restaurant have its own website?,100
3X0H8UUIT1O2OKXPDF1ACHCY0QGSWU,ASK5QHA1E6XNM,35,Comal,Does this restaurant have its own website?,100
3YOH7BII097RLCKCIWNCZT2ACN7KV1,A1O2D67U4IBFS7,26,Comal,Does this restaurant have its own website?,100
3Z4XG4ZF48RZU0N69MRRX9Q4XYKX8X,A2Q0G312LESWK7,19,Comal,Does this restaurant have its own website?,100
320DUZ38G7MDSVOZBGOEYDZNAJCGJ2,A390JWMIK0NRCP,28,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
33LK57MYLT56IF2UO2LHBL6GHSJSZJ,A275NH66G89TSS,43,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
35LDD5557A48VPQ344MLCXJXLUTKMI,A17LSINELZPCMD,38,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
39ASUFLU6X7G31XXMPDRPJMQ81IEXD,A28KDT4V7T1IXV,50,Vik's Chaat and Market,Does this restaurant have a parking lot?,60
39JEC7537U192E8OQJ6EBAP27EYCVG,A2HPEX0788BPXI,48,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
3AZHRG4CU4K5WDBPUT7OXEVI751037,A1COAGLXPA14JG,84,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
3AZHRG4CU4K5WDBPUT7OXEVI75803E,AB5KURK6V868K,32,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3B1NLC6UGZW9E6RX6TTYV9LZJIMPGF,A26AK8IVDJQ94M,8,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
3BF51CHDTVAKQLIO9EWQ18WSQAO0HJ,A3Q3B9T8H3I3AD,13,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3GDTJDAPVUBO0OO2VFPIMSA6QUZ8MN,A104H3ISRW8A1C,44,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3H8DHMCCW9B5RVKQRBNIT7W3CGTDKL,A1L3XF3X28IC0R,39,Vik's Chaat and Market,Does this restaurant have a parking lot?,-60
3JNQLM5FT4MT8R4SFMF2COIE4PCL2Q,A2Z9HR2IBD75R9,395,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
3KAKFY4PGU2G38S5YJWU3IVETZO3IB,AOZCPML0QZHW9,100,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
3KRVW3HTZNL6J83B9DVN3JA72O3SM4,A1ELBAVMWP8JSO,25,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
3L0KT67Y8EG6DPSPSGJYXEXEBYJYS2,A3F82HVRIPI02N,79,Vik's Chaat and Market,Does this restaurant have a parking lot?,-80
3LEIZ60CDJZOD06VFWLQUQ1QP4ZZ9K,A1VGAI457NLHWV,27,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
3Q5C1WP23M18HHJB4VZHQGCCQTV512,A2QWM6MTB0F6IC,23,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3QAPZX2QN4DGBVF6QTTJE4QQ1R8023,A2Q0G312LESWK7,19,Vik's Chaat and Market,Does this restaurant have a parking lot?,60
3QL2OFSM96IWU9ZFOSKN1TVPLBLCNO,A3BP890CXV4UMN,100,Vik's Chaat and Market,Does this restaurant have a parking lot?,0
3QRYMNZ7FYHDGQ1QAEFDQ3VT9XQTNT,ADVX8TFPFCW30,93,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
3QUO65DNQUOAYOGRBY50AOH0IL2OUU,A195YJT3JA90O9,43,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3R8YZBNQ9HIBLPHBD34TP1YGPBPQ74,A1AIHLAEJ8FU4J,190,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
3RKNTXVS3MYMFMSBM990WPZ1UR5A4P,AAAG7IZP1V712,64,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3RU7GD8VPOTC4B0O1TNFKN427TCPSV,A3F7TD3W9043EO,11,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
3TDXMTX3CBUF0RFNHLUSAL7Y3QQ6IK,A1YZJ7OO7Q2D89,29,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3VFJCI1K4ZZUQJ7CJLXN04LEK0BRGA,A2TFI1YWN3UY0,69,Vik's Chaat and Market,Does this restaurant have a parking lot?,-100
3X65QVEQI0N669WUCF48O1R0GGPLCZ,A34JILAPTYRH81,53,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3XXU1SWE8MV5GYAA38MYKM9ODFT0A3,A3KU0Q4EV49SNU,76,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3YW4XOSQKQLP2W9Q5W7PYS4SPAY1UQ,A8DKQ2W8HSXYX,20,Vik's Chaat and Market,Does this restaurant have a parking lot?,100
3ZOTGHDK5IBUJBONMTA0VNZCXOHOSE,A3S8TT57INBHX9,66,Vik's Chaat and Market,Does this restaurant have a parking lot?,80
30IQTZXKAK6HCBI3EIEC4UKME050XA,A2T6FBH8WR2KYH,9,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
351SEKWQS0H0HJKTCN0Y8KO71LYDM0,A2LKB11B1PALLY,35,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3570Y55XZPJ3NKJYXGPH80EBNNQGY1,A3RO90I4O8I0O2,25,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
35USIKEBNRG7ESQEE17KFT3FPPKN6H,A38430CKSXSBLI,34,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
369J354OFDA1409SRXUPP9UIODY6GS,A1CZU16YGHV2M1,55,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
36W0OB37HWEHS6OED89I77ZE8H4ZH7,AEWGY34WUIA32,15,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
37M28K1J0QDCI4BWPGW42ROKCO6AJR,A3F82HVRIPI02N,34,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
37Q970SNZE89NJHMGRCPJRM44D91S6,AQXSUU4I4DAH8,114,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
3AQF3RZ558IVQ0DXGDO77OU6NYZF63,A1G83V2HKV001G,27,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3EJJQNKU9R58QF2N3RF5L4XFZ0MHRX,A3V70AZ39FPZ5V,75,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,0
3EQHHY4HQSS5LW9EMEKKX3GISIC5G0,A3LI0O659I8GFX,48,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3H7XDTSHKCRZYFOYIF7TN3TVCFQWGI,A3M6098H4L6HQG,32,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3HFNH7HEMHEUEISC668NVEB9OEBQGA,AB5KURK6V868K,20,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3IO1LGZLK9XMBL3A8ZI1XWDK0UM86F,AW7KP42K7HSF5,94,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3IQ1VMJRYTKNCSYN345RDXAHGJUA9W,A1ELBAVMWP8JSO,32,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3L70J4KAZGMZFIB4FKATZTT7749DAG,AFOPSLYSR83LW,26,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3LWJHTCVCCMO0IWHVM25DTBXNZBQFB,A29QUFNTIKS0YC,55,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3OCHAWUVGOKJP1P7IBOUNEZVSYEKX3,A8DKQ2W8HSXYX,20,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-60
3P4RDNWND56ROMUU14OHJPC3PWBIJ3,A2BC4OBPZASWDY,57,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3QHK8ZVMIMINW44OYF8DDHLIYVTBLM,A3Q3B9T8H3I3AD,16,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,60
3SNVL38CI4SVM3ECRFS791ELRGQCKT,A2WRCFDQP56P00,8,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3STRJBFXOWRC8KGND1NXYBEPF2NTKQ,AZE084MMZVEYT,18,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3TE3O8573084BPZ5K6CYY0RDAH32RZ,A3F2GS1KMWW6CP,42,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3V0Z7YWSIY0W4WGMTQH8ZXGGVNF2VR,A2UDSTAFD1DW3I,14,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3WAKVUDHUWG3DIOSUCOYZ2V5SWR7UM,A3F7TD3W9043EO,16,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3WYP994K17R1QRUSL3GVW91MT9NY6H,A1VHJTJMAVV0WA,40,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3X1FV8S5JXRMJQOTS52X11AH56MVG5,A343KX1KNL437T,56,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3YT88D1N08Y793ITYMH6GYARL39K3Z,A34JILAPTYRH81,15,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
3YT88D1N08Y793ITYMH6GYARL3C3KL,A110KENBXU7SUJ,53,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-80
3ZAK8W07I4EPV7O89D3PKNLIKIOU0C,AW7RJ863Q6RTT,19,Zachary's Chicago Pizza,Does this restaurant serve breakfast?,-100
33LK57MYLT56IF2UO2LHBL6GHSKZSR,A2HMJ315I7HU55,10,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
345LHZDEDXSLCZN5S0L8MLJPNU1U30,A1GF29TP5AVQ49,46,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
34J10VATJFY8A9Y7WU8QGQOP3RUIQL,A2VHPHU19NCCYR,100,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
36AHBNMV1RC0B097VQO92FBEAVADYO,A2Q0G312LESWK7,109,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
373ERPL3YO8YVOTI3LWUZN03AUJRTJ,A13XS8F6QHRT6H,86,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
38YMOXR4MUZX1MZS62Y7BCG6I1L6WO,ADVX8TFPFCW30,64,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
39ZSFO5CA8WWXDPUVLDV2S0EJRPJU3,AAH8NE0TYF7J6,60,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3AZHRG4CU4K5WDBPUT7OXEVI75430D,AQOYZ1NB7R5UY,74,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3C44YUNSI1P62MH643SQPOI26Q6PD5,A34JILAPTYRH81,8,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3C6FJU71TQTMS2KTHLEYCFF2WVVYU9,A1KGCOR8OXYR72,68,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3CTOC39K37QUZ2DYIDKKS0MUBGXJ76,A38USYKE9P7Z9O,69,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3EA3QWIZ4IVL2PQZDY2LLVZCNYZTIG,A1XLB2UVG3RFG,60,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3I33IC7ZWF2CC8DOIVQC3A23ADIA22,A38XFEVWJDEUTN,17,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,60
3I7DHKZYGN0Z7WDJBUE2FIG6R3K5F9,A1SGGLWPW4CJBD,18,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3KAKFY4PGU2G38S5YJWU3IVETZII3K,A3F7TD3W9043EO,15,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,-60
3KWTYT08703L7ONFX5H0AVLQOZ25LA,A2B4GWF7MF7AOB,578,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3OF2M9AATGO8UWPMJTCFKZF60Y9ZKC,A3M6098H4L6HQG,47,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3OS46CRSLFZKMXZNGSTBPAXSBSEV6Y,A10DEO061A6L3O,97,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3PWWM24LHSYYTKK9LX6Y7JW8KPI82W,A28KDT4V7T1IXV,77,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3RJSC4XJ10U8ASYT8CVHCBT2L1V050,A2UDSTAFD1DW3I,7,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3RYC5T2D73T03W0BM4NAUDZ6LRWPRA,A1NZ2JBACGMTMK,12,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3TPZPLC3M0C8KUF9BEMECFWQFDAP30,A3Q3B9T8H3I3AD,26,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,60
3VD82FOHKQOECUZRP7K0GIVUBLYCOB,A3M7FI1M6EPH7M,56,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3VNXK88KKCI74G1LEZWN9KOU1TP9VQ,AY1NK9XSCHOLP,76,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3WQ3B2KGE8GA6X0K55QUT2C40PP1B7,A2KYO4F0JAPTYB,101,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3WR9XG3T63B4WKUDF6XGMYXBTJ547Y,ARB9I8FFYFQUA,29,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3WYGZ5XF3WFBTK38O1I7O6I3DJAKST,A8DKQ2W8HSXYX,32,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3X4MXAO0BGOQN5XCYQ15M772EOZWRC,A1ELBAVMWP8JSO,45,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,80
3X66WABAJWI27HMA8VWRI6IYEMUG3U,A1VLZL3CA1WMPT,326,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3YWRV122CSZ7DWTB4HG4D2R03G2U81,AXPRCC7MG94OA,66,Vik's Chaat and Market,Does this restaurant have more than 20 items on its menu?,100
3018Q3ZVOIQTGSU9XL5D4IABM5VARE,A8SP23ECDU4F0,33,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
33TIN5LC04AO8AWQJAJ7GJSOJAX9Y5,AM305FJ5GW6SG,24,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3483FV8BEEJBP61LSI90N50HEUM26Y,A3F7TD3W9043EO,10,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
35USIKEBNRG7ESQEE17KFT3FPPI6NY,A3M7FI1M6EPH7M,52,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
36PW28KO4ZW47OP4BFLD5BBS7GXAET,A3LI0O659I8GFX,186,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
38F71OA9GTWXF3YP3TVOWKRSDYEFMD,AJMKH3WN5HAN7,89,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3C8HJ7UOP7U3KKPP45PVZC7AP3WZM9,AO63KMU3PGNJA,61,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3D3VGR7TA0FTW7VOO6Q3HAW5GV63RE,A2TFI1YWN3UY0,57,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3DEL4X4EL6LE96EOMQPLWME6QDMXYA,A2BC4OBPZASWDY,56,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3E337GFOL989BLFKQEG6RKG4J3HNGD,A34JILAPTYRH81,40,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3IUZPWIU1O7401KH86S8LVLOJW9KWB,A38430CKSXSBLI,24,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3K5TEWLKGVB0FHUOIT20MDNXKJDVIW,A1MYDAL453CN5Q,44,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
3KWTYT08703L7ONFX5H0AVLQOZ7L5V,A8DKQ2W8HSXYX,34,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3LWJHTCVCCMO0IWHVM25DTBXNZBFQ0,A2LKB11B1PALLY,22,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3MTMREQS4VIYOOBVWFFJRHISEKCWA5,A2LPGJGZZ97ME4,59,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
3ND9UOO81K2FK72ZT6490VY38W9LWA,A1VYPAF3ODAXFU,72,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,0
3NKQQ8O39Y5JURP2LPRKZU51E7PDUG,AAAG7IZP1V712,152,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-60
3O6CYIULED1I3XPT2KWARIUMLN4UWF,A275NH66G89TSS,9,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3OE22WJIGIODJ0T7QBX4ZTC0XMIQU2,A3BP890CXV4UMN,19,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3R08VXYT7CVG5MDXPC3ZHQG2DC7W7F,AEWGY34WUIA32,14,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3S0TNUHWKTILWUIPIMQF32NCHG8D8B,A3RO90I4O8I0O2,23,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,60
3STRJBFXOWRC8KGND1NXYBEPF2NKTH,A1SGGLWPW4CJBD,38,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,60
3TMSXRD2X602U0YV0WMQGGPPAQ2W1D,A2QWM6MTB0F6IC,25,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3UN61F00HWPWAMIS2PEWW7UPURYR5T,A1ZDUMHAM754IJ,54,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-60
3VNL7UK1XFJ1SYO9CQW0IYMK76ZFT3,A2BZJAUH0XPO54,19,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3WQQ9FUS6AUSHXK54QZ98CZCEVU8BX,A1VLZL3CA1WMPT,179,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3XLBSAQ9Z4CKZHI20ZN6GUAKUE9Z76,A343KX1KNL437T,130,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3Y5140Z9DXGNAXXSWHT1GLYFYV8IPU,ARB9I8FFYFQUA,39,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-80
3Z7VU45IPYH6OV30BJ6XFKJ7RSDZ1D,A2HPEX0788BPXI,438,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
3Z9WI9EOZZOM3BPSD768KSB148VHK7,A1NZ2JBACGMTMK,11,Urbann Turbann,Would a typical meal at this restaurant cost more than $30?,-100
30BXRYBRP4XDYBJ92LPB835WRF3WHH,ADVX8TFPFCW30,40,Gregoire,Does this restaurant have more than 20 items on its menu?,100
32N49TQG3GIL9ZBQ65AN5FZE7B7VAR,A1A68JLEYPWMUY,32,Gregoire,Does this restaurant have more than 20 items on its menu?,-80
33FBRBDW6OZBR2CBIQV4JW5UWGUC88,A4JQPQM2T881E,17,Gregoire,Does this restaurant have more than 20 items on its menu?,100
33M4IA01QG15C5228VXROQL9NQWXRX,A2WUQGSG1LUJG0,48,Gregoire,Does this restaurant have more than 20 items on its menu?,100
34YB12FSQYO3T3UKED16E5R4ED4GM3,A3GTIIFSMHAKRZ,131,Gregoire,Does this restaurant have more than 20 items on its menu?,-60
35GMH2SV3EHT9SJ5LYQV66VXWX7OEC,ARB9I8FFYFQUA,38,Gregoire,Does this restaurant have more than 20 items on its menu?,100
35K3O9HUABDZ3F6CMV75JCMJ4WMFEN,A17LSINELZPCMD,76,Gregoire,Does this restaurant have more than 20 items on its menu?,100
3634BBTX0OUBJK8YIEXW4RKBWPIIFO,AAAG7IZP1V712,84,Gregoire,Does this restaurant have more than 20 items on its menu?,100
36WLNQG78ZA9QYUWHTL90MVYPYNEBX,AQXSUU4I4DAH8,69,Gregoire,Does this restaurant have more than 20 items on its menu?,100
36ZN444YTRY5PXLRHHGMRLTPOQJIOK,A1XLB2UVG3RFG,53,Gregoire,Does this restaurant have more than 20 items on its menu?,100
39O5D9O87TSPQ5656908SFXJGU13C6,A2LKB11B1PALLY,90,Gregoire,Does this restaurant have more than 20 items on its menu?,100
